month,week,day,hour,load,deltafrequency,sysFreq
1,3,3,13,183,0.071069838,50.07106984
1,3,3,14,204,-0.074379463,49.92562054
1,3,3,15,256,-0.146766618,49.85323338
1,3,3,16,214,0.141807574,50.14180757
1,3,3,17,190,0.091268634,50.09126863
1,3,3,18,249,-0.171205051,49.82879495
1,3,4,1,154,0.445724795,50.4457248
1,3,4,2,168,-0.060211946,49.93978805
1,3,4,3,162,0.026760865,50.02676086
1,3,4,4,171,-0.038028598,49.9619714
1,3,4,5,142,0.147561671,50.14756167
1,3,4,6,122,0.11844973,50.11844973
1,3,4,7,188,-0.253658837,49.74634116
1,3,4,8,194,-0.022346702,49.9776533
1,3,4,9,185,0.035150758,50.03515076
1,3,4,10,229,-0.13882929,49.86117071
1,3,4,11,182,0.186590866,50.18659087
1,3,5,1,168,0.060211946,50.06021195
1,3,5,2,136,0.170010201,50.1700102
1,3,5,3,171,-0.14788899,49.85211101
1,3,5,4,107,0.432175463,50.43217546
1,3,5,5,108,-0.006690216,49.99330978
1,3,5,6,106,0.013632893,50.01363289
1,3,5,7,187,-0.312973324,49.68702668
1,3,5,8,214,-0.091162012,49.90883799
1,3,5,9,201,0.04673166,50.04673166
1,3,5,10,221,-0.065388539,49.93461146
1,3,5,11,186,0.135962459,50.13596246
1,3,5,12,250,-0.184971098,49.8150289
1,3,5,13,218,0.10606141,50.10606141
1,3,5,14,187,0.119779914,50.11977991
1,3,6,1,118,0.422504164,50.42250416
1,3,6,2,178,-0.243553939,49.75644606
1,3,6,3,173,0.020882756,50.02088276
1,3,6,4,117,0.345832716,50.34583272
1,3,6,5,151,-0.162691881,49.83730812
1,3,6,6,138,0.068065678,50.06806568
1,3,6,7,223,-0.275408901,49.7245911
1,3,6,8,203,0.071186537,50.07118654
1,3,6,9,237,-0.103656008,49.89634399
1,3,6,10,256,-0.053626264,49.94637374
1,3,6,11,235,0.064567704,50.0645677
1,3,6,12,246,-0.032308849,49.96769115
1,3,6,13,194,0.193671414,50.19367141
1,3,7,1,158,0.164630131,50.16463013
1,3,7,2,171,-0.054930196,49.9450698
1,3,7,3,177,-0.024492995,49.975507
1,3,7,4,139,0.197529837,50.19752984
1,3,7,5,133,0.032595941,50.03259594
1,3,7,6,126,0.040141297,50.0401413
1,3,7,7,232,-0.330127566,49.66987243
1,3,7,8,208,0.083370387,50.08337039
1,3,7,9,196,0.044237348,50.04423735
1,3,7,10,206,-0.03507492,49.96492508
1,3,7,11,235,-0.089164924,49.91083508
1,4,1,1,127,0.614446316,50.61444632
1,4,1,2,164,-0.16301283,49.83698717
1,4,1,3,119,0.27323068,50.27323068
1,4,1,4,127,-0.045514542,49.95448546
1,4,1,5,156,-0.134318957,49.86568104
1,4,1,6,156,-0.134318957,49.86568104
1,4,1,7,189,-0.126158363,49.87384164
1,4,1,8,220,-0.101812927,49.89818707
1,4,1,9,200,0.072254335,50.07225434
1,4,1,10,200,0.072254335,50.07225434
1,4,1,11,249,-0.142187246,49.85781275
1,4,2,1,170,0.335770146,50.33577015
1,4,2,2,107,0.425422722,50.42542272
1,4,2,3,146,-0.193008156,49.80699184
1,4,2,4,161,-0.067317704,49.9326823
1,4,2,5,107,0.364648047,50.36464805
1,4,2,6,147,-0.196610436,49.80338956
1,4,2,7,209,-0.214343004,49.785657
1,4,2,8,209,-0.214343004,49.785657
1,4,2,9,191,0.068093091,50.06809309
1,4,2,10,199,-0.029046969,49.97095303
1,4,2,11,182,0.067490313,50.06749031
1,4,3,1,119,0.382522951,50.38252295
1,4,3,2,176,-0.234005518,49.76599448
1,4,3,3,178,-0.008118465,49.99188154
1,4,3,4,106,0.490784164,50.49078416
1,4,3,5,135,-0.155213016,49.84478698
1,4,3,6,120,0.090317919,50.09031792
1,4,3,7,234,-0.3520083,49.6479917
1,4,3,8,203,0.110339133,50.11033913
1,4,3,9,239,-0.108834982,49.89116502
1,4,3,10,200,0.140895954,50.14089595
1,4,3,11,249,-0.142187246,49.85781275
1,4,3,12,190,0.224368725,50.22436873
1,4,3,13,234,-0.135862853,49.86413715
1,4,3,14,199,0.127080489,50.12708049
1,4,4,1,179,0.080731101,50.0807311
1,4,4,2,160,0.085802023,50.08580202
1,4,4,3,116,0.274068168,50.27406817
1,4,4,4,126,-0.057344711,49.94265529
1,4,4,5,169,-0.183842391,49.81615761
1,4,4,6,117,0.321130379,50.32113038
1,4,4,7,205,-0.310164951,49.68983505
1,4,4,8,211,-0.020546256,49.97945374
1,4,4,9,190,0.079860055,50.07986005
1,4,4,10,228,-0.120423892,49.87957611
1,4,4,11,186,0.163154951,50.16315495
1,4,4,12,192,-0.02257948,49.97742052
1,4,4,13,197,-0.018338664,49.98166134
1,4,5,1,126,0.407147445,50.40714744
1,4,5,2,167,-0.177390883,49.82260912
1,4,5,3,116,0.317669922,50.31766992
1,4,5,4,105,0.075695018,50.07569502
1,4,5,5,175,-0.289017341,49.71098266
1,4,5,6,111,0.416601573,50.41660157
1,4,5,7,203,-0.327458071,49.67254193
1,4,5,8,194,0.033520052,50.03352005
1,4,5,9,248,-0.157327988,49.84267201
1,4,5,10,254,-0.017067953,49.98293205
1,4,5,11,203,0.18152567,50.18152567
1,4,5,12,244,-0.121410973,49.87858903
1,4,5,13,224,0.064512799,50.0645128
1,4,5,14,223,0.003240105,50.0032401
1,4,5,15,213,0.033922223,50.03392222
1,4,6,1,153,0.283350334,50.28335033
1,4,6,2,106,0.320372996,50.320373
1,4,6,3,176,-0.287375197,49.7126248
1,4,6,4,116,0.37372932,50.37372932
1,4,6,5,131,-0.082733972,49.91726603
1,4,6,6,156,-0.115792204,49.8842078
1,4,6,7,212,-0.190860508,49.80913949
1,4,6,8,183,0.114501406,50.11450141
1,4,6,9,216,-0.110388568,49.88961143
1,4,6,10,190,0.098874354,50.09887435
1,4,6,11,253,-0.179921863,49.82007814
1,4,6,12,194,0.219742566,50.21974257
1,4,7,1,128,0.372561416,50.37256142
1,4,7,2,108,0.133804325,50.13380432
1,4,7,3,172,-0.268853341,49.73114666
1,4,7,4,144,0.140494541,50.14049454
1,4,7,5,168,-0.103220479,49.89677952
1,4,7,6,113,0.351680393,50.35168039
1,4,7,7,248,-0.39331997,49.60668003
1,4,7,8,188,0.230598942,50.23059894
1,4,7,9,222,-0.110659793,49.88934021
1,4,7,10,203,0.06762721,50.06762721
1,4,7,11,248,-0.131106657,49.86889334
2,1,1,1,173,0.313241338,50.31324134
2,1,1,2,174,-0.004152548,49.99584745
2,1,1,3,178,-0.016236929,49.98376307
2,1,1,4,112,0.425784476,50.42578448
2,1,1,5,163,-0.226071847,49.77392815
2,1,1,6,125,0.219653179,50.21965318
2,1,1,7,243,-0.350864673,49.64913533
2,1,1,8,211,0.109580035,50.10958003
2,1,1,9,248,-0.107798807,49.89220119
2,1,1,10,193,0.205906137,50.20590614
2,1,1,11,254,-0.173524191,49.82647581
2,1,1,12,252,0.005734471,50.00573447
2,1,1,13,206,0.161344632,50.16134463
2,1,1,14,235,-0.089164924,49.91083508
2,1,2,1,104,0.910126723,50.91012672
2,1,2,2,167,-0.272576235,49.72742377
2,1,2,3,121,0.274685903,50.2746859
2,1,2,4,105,0.110101844,50.11010184
2,1,2,5,133,-0.15211439,49.84788561
2,1,2,6,118,0.091848731,50.09184873
2,1,2,7,203,-0.302542783,49.69745722
2,1,2,8,255,-0.147342174,49.85265783
2,1,2,9,229,0.08203549,50.08203549
2,1,2,10,196,0.121652707,50.12165271
2,1,2,11,187,0.034774814,50.03477481
2,1,2,12,233,-0.142648044,49.85735196
2,1,2,13,220,0.042695744,50.04269574
2,1,3,1,141,0.404829254,50.40482925
2,1,3,2,124,0.099058363,50.09905836
2,1,3,3,113,0.070336079,50.07033608
2,1,3,4,153,-0.188900223,49.81109978
2,1,3,5,106,0.320372996,50.320373
2,1,3,6,134,-0.150979208,49.84902079
2,1,3,7,219,-0.280439201,49.7195608
2,1,3,8,231,-0.03753472,49.96246528
2,1,3,9,207,0.083773142,50.08377314
2,1,3,10,189,0.068813653,50.06881365
2,1,3,11,199,-0.036308711,49.96369129
2,1,3,12,200,-0.003612717,49.99638728
2,1,3,13,228,-0.088733394,49.91126661
2,1,3,14,199,0.105295262,50.10529526
2,1,3,15,217,-0.059934472,49.94006553
2,1,4,1,131,0.474341438,50.47434144
2,1,4,2,146,-0.074233906,49.92576609
2,1,4,3,134,0.064705375,50.06470537
2,1,4,4,141,-0.035870947,49.96412905
2,1,4,5,154,-0.060993919,49.93900608
2,1,4,6,157,-0.013806561,49.98619344
2,1,4,7,196,-0.143771381,49.85622862
2,1,4,8,226,-0.095912834,49.90408717
2,1,4,9,190,0.136902951,50.13690295
2,1,4,10,191,-0.003782949,49.99621705
2,1,4,11,183,0.031586595,50.03158659
2,1,4,12,236,-0.162266092,49.83773391
2,1,4,13,213,0.078021113,50.07802111
2,1,4,14,185,0.109357913,50.10935791
2,1,4,15,234,-0.151301813,49.84869819
2,1,4,16,255,-0.05950357,49.94049643
2,1,5,1,113,0.907974832,50.90797483
2,1,5,2,108,0.033451081,50.03345108
2,1,5,3,172,-0.268853341,49.73114666
2,1,5,4,108,0.428173839,50.42817384
2,1,5,5,132,-0.131371519,49.86862848
2,1,5,6,133,-0.005432657,49.99456734
2,1,5,7,199,-0.239637494,49.76036251
2,1,5,8,220,-0.068970047,49.93102995
2,1,5,9,222,-0.0065094,49.9934906
2,1,5,10,187,0.135235387,50.13523539
2,1,5,11,225,-0.122029544,49.87797046
2,1,5,12,252,-0.077415359,49.92258464
2,1,6,1,134,0.636269519,50.63626952
2,1,6,2,143,-0.045474756,49.95452524
2,1,6,3,103,0.28059936,50.28059936
2,1,6,4,119,-0.097148686,49.90285131
2,1,6,5,154,-0.164214398,49.8357856
2,1,6,6,150,0.019267823,50.01926782
2,1,6,7,206,-0.196419552,49.80358045
2,1,6,8,253,-0.134227421,49.86577258
2,1,6,9,229,0.075725068,50.07572507
2,1,6,10,248,-0.055356144,49.94464386
2,1,6,11,239,0.027208745,50.02720875
2,1,6,12,207,0.111697523,50.11169752
2,1,6,13,221,-0.045771977,49.95422802
2,1,6,14,253,-0.091388883,49.90861112
2,1,6,15,220,0.108381503,50.1083815
2,1,7,1,173,0.196297905,50.19629791
2,1,7,2,132,0.224426344,50.22442634
2,1,7,3,114,0.114085793,50.11408579
2,1,7,4,143,-0.146529771,49.85347023
2,1,7,5,142,0.005088333,50.00508833
2,1,7,6,114,0.177466788,50.17746679
2,1,7,7,194,-0.297956022,49.70204398
2,1,7,8,192,0.007526493,50.00752649
2,1,7,9,196,-0.014745783,49.98525422
2,1,7,10,217,-0.06992355,49.93007645
2,1,7,11,255,-0.107673127,49.89232687
2,1,7,12,251,0.011514635,50.01151464
2,1,7,13,249,0.005803561,50.00580356
2,2,1,1,162,0.388032541,50.38803254
2,2,1,2,148,0.068348696,50.0683487
2,2,1,3,127,0.119475672,50.11947567
2,2,1,4,142,-0.076325002,49.923675
2,2,1,5,123,0.111612388,50.11161239
2,2,1,6,174,-0.211779948,49.78822005
2,2,1,7,221,-0.153663066,49.84633693
2,2,1,8,239,-0.054417491,49.94558251
2,2,1,9,223,0.051841676,50.05184168
2,2,1,10,251,-0.080602446,49.91939755
2,2,1,11,187,0.247287565,50.24728756
2,2,2,1,130,0.31680747,50.31680747
2,2,2,2,124,0.034961775,50.03496178
2,2,2,3,160,-0.162572254,49.83742775
2,2,2,4,172,-0.050410001,49.94959
2,2,2,5,142,0.152650004,50.15265
2,2,2,6,176,-0.139582239,49.86041776
2,2,2,7,204,-0.099172617,49.90082738
2,2,2,8,244,-0.11844973,49.88155027
2,2,2,9,247,-0.00877583,49.99122417
2,2,2,10,187,0.231832092,50.23183209
2,2,2,11,230,-0.135084192,49.86491581
2,2,2,12,194,0.13408021,50.13408021
2,2,2,13,192,0.007526493,50.00752649
2,2,2,14,199,-0.025416098,49.9745839
2,2,3,1,119,0.48574343,50.48574343
2,2,3,2,113,0.038365134,50.03836513
2,2,3,3,179,-0.266412633,49.73358737
2,2,3,4,125,0.312138728,50.31213873
2,2,3,5,122,0.017767459,50.01776746
2,2,3,6,118,0.024492995,50.024493
2,2,3,7,205,-0.30664035,49.69335965
2,2,3,8,222,-0.055329896,49.9446701
2,2,3,9,191,0.117271434,50.11727143
2,2,3,10,245,-0.159254453,49.84074555
2,2,3,11,252,-0.020070649,49.97992935
2,2,3,12,240,0.036127168,50.03612717
2,2,3,13,216,0.080282595,50.08028259
2,2,4,1,170,0.195511731,50.19551173
2,2,4,2,136,0.180635838,50.18063584
2,2,4,3,168,-0.137627305,49.86237269
2,2,4,4,148,0.097640994,50.09764099
2,2,4,5,134,0.075489604,50.0754896
2,2,4,6,123,0.064617698,50.0646177
2,2,4,7,216,-0.311095055,49.68890495
2,2,4,8,240,-0.072254335,49.92774566
2,2,4,9,205,0.12336106,50.12336106
2,2,4,10,252,-0.13476007,49.86523993
2,2,4,11,237,0.045730592,50.04573059
2,2,4,12,204,0.116882013,50.11688201
2,2,4,13,189,0.057344711,50.05734471
2,2,4,14,217,-0.0932314,49.9067686
2,2,4,15,245,-0.082576383,49.91742362
2,2,5,1,139,0.551004283,50.55100428
2,2,5,2,149,-0.048492842,49.95150716
2,2,5,3,129,0.112022225,50.11202223
2,2,5,4,157,-0.128861235,49.87113877
2,2,5,5,159,-0.009088596,49.9909114
2,2,5,6,170,-0.046752805,49.95324719
2,2,5,7,181,-0.043911474,49.95608853
2,2,5,8,181,-0.043911474,49.95608853
2,2,5,9,205,-0.084590441,49.91540956
2,2,5,10,195,0.037053505,50.03705351
2,2,5,11,229,-0.107277179,49.89272282
2,2,5,12,251,-0.063330493,49.93666951
2,2,5,13,218,0.109375829,50.10937583
2,2,5,14,228,-0.031690498,49.9683095
2,2,5,15,181,0.187621755,50.18762175
2,2,5,16,230,-0.153933149,49.84606685
2,2,6,1,176,0.221689438,50.22168944
2,2,6,2,110,0.433526012,50.43352601
2,2,6,3,127,-0.096718402,49.9032816
2,2,6,4,173,-0.192121354,49.80787865
2,2,6,5,162,0.049061586,50.04906159
2,2,6,6,133,0.157547047,50.15754705
2,2,6,7,183,-0.197416217,49.80258378
2,2,6,8,211,-0.09588253,49.90411747
2,2,6,9,241,-0.089943156,49.91005684
2,2,6,10,233,0.024808355,50.02480836
2,2,6,11,182,0.202470939,50.20247094
2,2,6,12,191,-0.034046545,49.96595345
2,2,6,13,229,-0.119898024,49.88010198
2,2,6,14,224,0.0161282,50.0161282
2,2,6,15,233,-0.0279094,49.9720906
2,2,6,16,242,-0.026871447,49.97312855
2,2,6,17,184,0.227758231,50.22775823
2,2,7,1,116,0.423559896,50.4235599
2,2,7,2,116,0.423559896,50.4235599
2,2,7,3,159,-0.195404806,49.80459519
2,2,7,4,146,0.064336052,50.06433605
2,2,7,5,105,0.282135976,50.28213598
2,2,7,6,160,-0.248374277,49.75162572
2,2,7,7,233,-0.226376244,49.77362376
2,2,7,8,250,-0.049132948,49.95086705
2,2,7,9,203,0.167288362,50.16728836
2,2,7,10,192,0.041395713,50.04139571
2,2,7,11,184,0.031414928,50.03141493
2,2,7,12,225,-0.131663455,49.86833654
2,2,7,13,209,0.055314324,50.05531432
2,2,7,14,226,-0.054350606,49.94564939
2,3,1,1,129,0.543307792,50.54330779
2,3,1,2,102,0.191261476,50.19126148
2,3,1,3,135,-0.176621708,49.82337829
2,3,1,4,163,-0.124117877,49.87588212
2,3,1,5,114,0.31056688,50.31056688
2,3,1,6,110,0.026274304,50.0262743
2,3,1,7,251,-0.405890887,49.59410911
2,3,1,8,231,0.062557866,50.06255787
2,3,1,9,208,0.079896621,50.07989662
2,3,1,10,202,0.021461684,50.02146168
2,3,1,11,190,0.045634317,50.04563432
2,3,1,12,234,-0.135862853,49.86413715
2,3,1,13,229,0.015776056,50.01577606
2,3,1,14,205,0.084590441,50.08459044
2,3,2,1,109,0.636368457,50.63636846
2,3,2,2,128,-0.107252529,49.89274747
2,3,2,3,162,-0.151644901,49.8483551
2,3,2,4,155,0.03263099,50.03263099
2,3,2,5,123,0.187978758,50.18797876
2,3,2,6,180,-0.228805395,49.77119461
2,3,2,7,245,-0.191695175,49.80830482
2,3,2,8,191,0.204279272,50.20427927
2,3,2,9,254,-0.179213509,49.82078649
2,3,2,10,186,0.264155634,50.26415563
2,3,2,11,188,-0.007686631,49.99231337
2,3,2,12,225,-0.11881824,49.88118176
2,3,2,13,228,-0.009507149,49.99049285
2,3,2,14,208,0.069475322,50.06947532
2,3,2,15,190,0.068451476,50.06845148
2,3,2,16,194,-0.014897801,49.9851022
2,3,2,17,191,0.011348848,50.01134885
2,3,3,1,162,0.12934418,50.12934418
2,3,3,2,177,-0.061232488,49.93876751
